Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
19:28:52.752,32,,,,,,,,,
19:28:52.848,32,99.0,,,,,,,,
19:28:52.932,32,99.0,0.0,,,,,,,
19:28:53.021,32,99.0,0.0,0.0,,,,,,
19:28:53.111,32,99.0,0.0,0.0,23.0,,,,,
19:28:53.201,32,99.0,0.0,0.0,23.0,0.91,,,,
19:28:53.291,32,99.0,0.0,0.0,23.0,0.91,89.0,,,
19:28:53.382,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,,
19:28:53.472,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,
19:28:53.591,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:53.682,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:53.772,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:53.891,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:53.982,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.072,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.161,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.253,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.372,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.462,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.551,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.641,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.732,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.822,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:54.912,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.001,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.093,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.182,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.271,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.362,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.452,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.542,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.631,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.722,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.813,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.902,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:55.991,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.082,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.172,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.262,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.352,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.412,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.502,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.592,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.682,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.774,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.862,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:56.952,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:57.042,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:57.133,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:57.222,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:57.312,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:57.402,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
19:28:57.492,32,99.0,0.0,0.0,23.0,0.91,89.0,22.0,14.1,14.5
