Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
19:24:26.949,64,,,,,,,,,
19:24:27.039,64,97.0,,,,,,,,
19:24:27.129,64,97.0,0.0,,,,,,,
19:24:27.219,64,97.0,0.0,0.0,,,,,,
19:24:27.309,64,97.0,0.0,0.0,100.0,,,,,
19:24:27.399,64,97.0,0.0,0.0,100.0,0.0,,,,
19:24:27.489,64,97.0,0.0,0.0,100.0,0.0,89.0,,,
19:24:27.579,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,,
19:24:27.669,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,14.1,
19:24:27.759,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,14.1,14.5
19:24:27.849,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,14.1,14.5
19:24:27.939,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,14.1,14.5
19:24:28.029,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,14.1,14.5
19:24:28.119,64,97.0,0.0,0.0,100.0,0.0,89.0,26.0,14.1,14.5
19:24:28.209,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.299,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.389,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.479,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.569,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.659,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.749,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.839,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:28.929,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:29.019,64,97.0,0.0,0.0,99.0,0.0,89.0,26.0,14.1,14.5
19:24:29.109,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.199,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.289,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.379,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.469,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.559,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.649,64,97.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.739,64,95.0,0.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.829,64,95.0,1042.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:29.919,64,95.0,1042.0,0.0,97.0,0.0,89.0,26.0,14.1,14.5
19:24:30.009,64,95.0,1042.0,0.0,94.0,0.0,89.0,26.0,14.1,14.5
19:24:30.099,64,95.0,1042.0,0.0,94.0,13.86,89.0,26.0,14.1,14.5
19:24:30.189,64,95.0,1042.0,0.0,94.0,13.86,83.1,26.0,14.1,14.5
19:24:30.279,64,95.0,1042.0,0.0,94.0,13.86,83.1,26.0,14.1,14.5
19:24:30.369,64,95.0,1042.0,0.0,94.0,13.86,83.1,26.0,20.8,14.5
19:24:30.460,64,95.0,1042.0,0.0,94.0,13.86,83.1,26.0,20.8,20.4
19:24:30.549,64,95.0,1042.0,0.0,94.0,13.86,83.1,26.0,20.8,20.4
19:24:30.639,64,98.0,1042.0,0.0,94.0,13.86,83.1,26.0,20.8,20.4
19:24:30.729,64,98.0,999.0,0.0,94.0,13.86,83.1,26.0,20.8,20.4
19:24:30.819,64,98.0,999.0,2.0,94.0,13.86,83.1,26.0,20.8,20.4
19:24:30.909,64,98.0,999.0,2.0,69.0,13.86,83.1,26.0,20.8,20.4
19:24:30.999,64,98.0,999.0,2.0,69.0,14.52,83.1,26.0,20.8,20.4
19:24:31.089,64,98.0,999.0,2.0,69.0,14.52,83.1,26.0,20.8,20.4
19:24:31.179,64,98.0,999.0,2.0,69.0,14.52,83.1,26.0,20.8,20.4
19:24:31.269,64,98.0,999.0,2.0,69.0,14.52,83.1,26.0,21.6,20.4
19:24:31.359,64,98.0,999.0,2.0,69.0,14.52,83.1,26.0,21.6,22.4
19:24:31.449,64,98.0,999.0,2.0,69.0,14.52,83.1,26.0,21.6,22.4
19:24:31.539,64,102.0,999.0,2.0,69.0,14.52,83.1,26.0,21.6,22.4
19:24:31.629,64,102.0,1057.0,2.0,69.0,14.52,83.1,26.0,21.6,22.4
19:24:31.719,64,102.0,1057.0,10.0,69.0,14.52,83.1,26.0,21.6,22.4
19:24:31.809,64,102.0,1057.0,10.0,53.0,14.52,83.1,26.0,21.6,22.4
19:24:31.899,64,102.0,1057.0,10.0,53.0,20.52,83.1,26.0,21.6,22.4
19:24:31.989,64,102.0,1057.0,10.0,53.0,20.52,83.1,26.0,21.6,22.4
19:24:32.079,64,102.0,1057.0,10.0,53.0,20.52,83.1,26.0,21.6,22.4
19:24:32.169,64,102.0,1057.0,10.0,53.0,20.52,83.1,26.0,39.2,22.4
19:24:32.259,64,102.0,1057.0,10.0,53.0,20.52,83.1,26.0,39.2,40.8
19:24:32.349,64,102.0,1057.0,10.0,53.0,20.52,83.1,26.0,39.2,40.8
19:24:32.439,64,115.0,1057.0,10.0,53.0,20.52,83.1,26.0,39.2,40.8
19:24:32.500,64,115.0,1867.0,10.0,53.0,20.52,83.1,26.0,39.2,40.8
19:24:32.589,64,115.0,1867.0,16.0,53.0,20.52,83.1,26.0,39.2,40.8
19:24:32.679,64,115.0,1867.0,16.0,41.0,20.52,83.1,26.0,39.2,40.8
