Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
18:54:28.538,32,,,,,,,,,
18:54:28.628,32,100.0,,,,,,,,
18:54:28.719,32,100.0,852.0,,,,,,,
18:54:28.809,32,100.0,852.0,0.0,,,,,,
18:54:28.899,32,100.0,852.0,0.0,29.0,,,,,
18:54:28.989,32,100.0,852.0,0.0,29.0,9.33,,,,
18:54:29.078,32,100.0,852.0,0.0,29.0,9.33,83.1,,,
18:54:29.169,32,100.0,852.0,0.0,29.0,9.33,83.1,22.0,,
18:54:29.259,32,100.0,852.0,0.0,29.0,9.33,83.1,22.0,14.1,
18:54:29.349,32,100.0,852.0,0.0,29.0,9.33,83.1,22.0,14.1,14.5
18:54:29.438,32,100.0,852.0,0.0,29.0,9.33,83.1,22.0,14.1,14.5
18:54:29.529,32,100.0,852.0,0.0,29.0,9.33,83.1,22.0,14.1,14.5
18:54:29.619,32,100.0,859.0,0.0,29.0,9.33,83.1,22.0,14.1,14.5
18:54:29.709,32,100.0,859.0,0.0,29.0,9.33,83.1,22.0,14.1,14.5
18:54:29.799,32,100.0,859.0,0.0,29.0,9.33,83.1,22.0,14.1,14.5
18:54:29.889,32,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:29.979,32,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.069,32,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.159,32,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.249,32,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.339,31,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.429,31,100.0,859.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.518,31,100.0,849.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.609,31,100.0,849.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.698,31,100.0,849.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:30.789,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:30.878,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:30.969,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.059,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.149,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.239,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.330,31,100.0,849.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.418,31,100.0,845.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.508,31,100.0,845.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.599,31,100.0,845.0,0.0,29.0,9.41,83.1,22.0,14.1,14.5
18:54:31.689,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:31.779,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:31.869,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:31.959,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:32.049,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:32.138,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:32.229,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:32.319,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:32.408,31,100.0,845.0,0.0,29.0,9.16,83.1,22.0,14.1,14.5
18:54:32.498,31,100.0,845.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:32.589,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:32.679,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:32.768,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:32.859,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:32.949,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:33.039,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:33.129,31,100.0,845.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:33.219,31,100.0,841.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:33.309,31,100.0,841.0,0.0,28.0,9.27,83.1,22.0,14.1,14.5
18:54:33.399,31,100.0,841.0,0.0,29.0,9.27,83.1,22.0,14.1,14.5
18:54:33.489,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:33.579,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:33.669,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:33.759,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:33.849,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:33.938,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:34.028,31,100.0,841.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:34.118,31,100.0,842.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:34.208,31,100.0,842.0,0.0,29.0,9.3,83.1,22.0,14.1,14.5
18:54:34.299,31,100.0,842.0,0.0,28.0,9.3,83.1,22.0,14.1,14.5
18:54:34.389,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:34.479,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:34.568,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:34.659,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:34.748,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:34.838,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:34.929,31,100.0,842.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:35.019,31,100.0,839.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:35.108,31,100.0,839.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:35.199,31,100.0,839.0,0.0,28.0,9.16,83.1,22.0,14.1,14.5
18:54:35.289,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.379,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.468,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.559,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.649,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.739,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.859,31,100.0,839.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:35.948,31,100.0,838.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:36.099,31,100.0,838.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
18:54:36.189,31,100.0,838.0,0.0,28.0,9.19,83.1,22.0,14.1,14.5
