Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
19:00:14.457,31,,,,,,,,,
19:00:14.545,31,97.0,,,,,,,,
19:00:14.607,31,97.0,0.0,,,,,,,
19:00:14.696,31,97.0,0.0,0.0,,,,,,
19:00:14.788,31,97.0,0.0,0.0,22.0,,,,,
19:00:14.877,31,97.0,0.0,0.0,22.0,0.91,,,,
19:00:14.997,31,97.0,0.0,0.0,22.0,0.91,89.0,,,
19:00:15.057,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,,
19:00:15.147,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,
19:00:15.236,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.297,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.357,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.446,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.507,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.596,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.659,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.748,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.811,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.896,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:15.987,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:16.076,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:16.167,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:16.257,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:16.347,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:16.409,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
19:00:16.496,31,97.0,0.0,0.0,22.0,0.91,89.0,22.0,14.1,14.5
